step,time,temp,ke,pe,etot,press
0,0.000000e+00,1.000000e+00,3.000000e+03,-1.292019e+04,-9.920186e+03,-5.220057e+00
100,5.000000e-01,5.267462e-01,1.580239e+03,-1.149697e+04,-9.916735e+03,-1.280605e+00
