step,time,temp,ke,pe,etot,press
0,0.000000e+00,1.000000e+00,1.500000e+02,-6.545376e+02,-5.045376e+02,-4.554495e+00
100,5.000000e-01,5.320908e-01,7.981363e+01,-5.856545e+02,-5.058408e+02,-1.516870e+00
