step,time,temp,ke,pe,etot,press
0,0.000000e+00,1.000000e+00,4.500000e+03,-2.293808e+04,-1.843808e+04,5.276484e-01
100,5.000000e-01,5.059888e-01,2.276949e+03,-2.048176e+04,-1.820481e+04,1.412136e+00
